isbn,title,authors,publisher,publish_date
9781843535843,The Mini Rough Guide to London,"Rob Humphreys,Beth Chaplin,Rebecca Morrill",Rough Guides,2006-04-01
9781740594776,Best of London (Lonely Planet Best Of),"Lonely Planet,Sarah Johnstone,Steve Fallon",Lonely Planet,2004-09-01
9788408064763,Lonely Planet Londres,"Lonely Planet,Sarah Johnstone,Tom Masters",Geoplaneta,2006-05-01
9781740592055,Out to Eat London 2002 (Lonely Planet Out to Eat),"Lonely Planet,Mark Honan",Lonely Planet,2001-09-01
9780618710539,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,Mariner Books,2006-04-04
9780060512804,Cryptonomicon,Neal Stephenson,Avon,2002-11-01
9782228894166,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,Payot,2001-03-31
9780060733353,The Confusion (The Baroque Cycle  #2),Neal Stephenson,William Morrow Paperbacks,2005-06-14
9780060593087,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,HarperCollins Perennial,2004-09-21
9780553383447,The Cobweb,"Neal Stephenson,J. Frederick George",Spectra Books,2005-05-31
9780380816033,The Big U,Neal Stephenson,William Morrow Paperbacks,2001-02-06
9780553380965,The Diamond Age: Or  A Young Lady's Illustrated Primer,"Neal Stephenson,Pedro Jorge Romero",Spectra,2000-05-02
9780553383430,Interface,"Neal Stephenson,George F. Jewsbury,Stephen  Bury",Spectra,2005-05-31
9780060833183,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,HarperTorch,2006-03-28
9780553380958,Snow Crash,"Neal Stephenson,Guy Abadia",Bantam Books,2000-08-02
9781880685358,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,"Dan Harrington,Bill Robertie",Two Plus Two Publishing LLC,2005-06-01
9781880685334,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,"Dan Harrington,Bill Robertie",Two Plus Two Publishing LLC,2004-12-01
9780465067107,The Design of Everyday Things,Donald A. Norman,Basic Books,2002-09-19
9780465051366,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,Basic Books,2005-05-11
9780465067091,The Psychology of Everyday Things,Donald A. Norman,Basic Books,1988-06-13
9780898709193,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,"Alex C. Jones,Diane M. Hanson,Stephen K. Ray",Ignatius Press,2006-04-30
9780060887964,The Alchemist,"Paulo Coelho,Alan R. Clarke,James Noel Smith",HarperOne,2006-05-02
9780061122415,The Alchemist,"Paulo Coelho,Alan R. Clarke,Özdemir İnce",HarperCollins,1993-05-01
9781421504605,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),"Hiromu Arakawa,Akira Watanabe",VIZ Media LLC,2006-09-19
9781591169253,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),"Hiromu Arakawa,Akira Watanabe",VIZ Media LLC,2005-09-13
9781421504599,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),"Hiromu Arakawa,Akira Watanabe",VIZ Media LLC,2006-07-18
9781591169208,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),"Hiromu Arakawa,Akira Watanabe",VIZ Media LLC,2005-05-03
9781591169291,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),"Hiromu Arakawa,Akira Watanabe",VIZ Media LLC,2005-11-08
9780060192501,The Illustrated Alchemist: A Fable about Following Your Dream,"Paulo Coelho,Alan R. Clarke,Mœbius",HarperCollins Publishers,1998-11-01
9781591169239,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),"Hiromu Arakawa,Akira Watanabe",VIZ Media LLC,2005-07-05
9780812974614,Pompeii,Robert   Harris,Random House Trade Paperbacks,2005-11-08
9781587157394,The Last Days of Pompeii,"Edward Bulwer-Lytton,John Gregory Betancourt",Borgo Press,2002-12-03
9780142000670,Of Mice and Men,John Steinbeck,Penguin Books,2002-01-08
9780060554736,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,It Books,2005-09-06
9780142401200,The Westing Game,Ellen Raskin,Puffin,2004-04-12
9780808553038,The Egypt Game,Zilpha Keatley Snyder,Turtleback Books,2009-07-07
9781400096893,Memoirs of a Geisha,Arthur Golden,Vintage Books USA,2005-11-22
9780739326220,Memoirs of a Geisha,Arthur Golden,Random House Large Print Publishing,2005-11-15
9780099498186,Memoirs of a Geisha,Arthur Golden,Vintage,2005-12-01
9781557046833,Memoirs of a Geisha: A Portrait of the Film,"David        James,Peggy Mulloy,Rob Marshall,Arthur Golden",Newmarket Press,2005-10-20
9780099771517,Memoirs of a Geisha,Arthur Golden,Vintage,1998-06-04
9780743430593,Geisha of Gion,"Mineko Iwasaki,Rande Brown",Pocket Books,2003-05-06
9781932664393,Love As A Foreign Language #5,"J. Torres,Eric  Kim",Oni Press,2006-02-01
9780521750844,Jungle Love,"Margaret Johnson,Philip Prowse",Cambridge University Press,2002-08-01
9780802415318,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,Moody Publishers,2005-01-01
9781416524793,Angels & Demons (Robert Langdon  #1),Dan Brown,Pocket Books,2006-04-01
9788495618771,Ángeles y demonios (Robert Langdon  #1),Dan Brown,Umbriel,2005-12-01
9780972859899,Angeles & Demonios,"Dan Brown,Raúl Amundaray",FonoLibro,2005-12-01
9780307277671,The Da Vinci Code (Robert Langdon  #2),Dan Brown,Anchor,2006-03-28
9780767926034,The Da Vinci Code,Dan Brown,Broadway Books,2006-03-28
9782266144346,Da Vinci Code (Robert Langdon  #2),"Dan Brown,Daniel Roche",Pocket,2005-05-03
9781416524809,Deception Point,Dan Brown,Pocket Books,2006-04-01
9780552151764,Deception Point,Dan Brown,Corgi Books,2004-05-01
9780593055076,Deception Point,Dan Brown,Bantam Press,2005-08-01
9780786016068,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,Pinnacle,2005-02-01
9780671015206,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,"Thomas J. Stanley,William D. Danko",Gallery Books,1998-10-01
9781585424337,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,Tarcherperigee,2005-09-01
9781932429237,Think and Grow Rich,Napoleon Hill,High Roads Media,2004-08-07
9780977616657,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,Pragmatic Bookshelf,2006-06-07
9781563410901,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,Firebrand Books,2005-06-01
9780345479174,Trump: The Art of the Deal,"Donald J. Trump,Tony Schwartz",Ballantine Books,2004-12-28
9780451205360,The Richest Man in Babylon,George S. Clason,Berkley Books,2008-02-01
9781419349997,The Richest Man in Babylon,George S. Clason,Recorded Books  Inc.,2005-06-17
9781400098033,Shibumi,"Trevanian,Gisela Stege",Broadway Books,2005-05-10
9780743226721,1776,David McCullough,Simon  Schuster,2006-07-04
9780140481396,1776,"Peter  Stone,Sherman Edwards",Penguin Books,1976-11-18
9780226014906,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,University of Chicago Press,2000-07-15
9781416500186,The Good Earth (House of Earth  #1),Pearl S. Buck,Howard Publishing Co,2009-03-04
9780310258971,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,Zondervan,2005-03-15
9780060838584,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,Harper Perennial,2005-07-05
9780141006871,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,Penguin Books,2002-04-04
9780812968064,Snow Flower and the Secret Fan,Lisa See,Random House,2006-02-21
9780385340540,The Broker,John Grisham,Delta,2006-09-26
9780394720241,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,Vintage,1975-07-12
9780345480606,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,Ballantine Books,2006-07-25
9780060193393,Body For Life: 12 Weeks to Mental and Physical Strength,"Bill Phillips,Michael D'Orso",HarperCollins Publishers  Inc.,1999-06-10
9781579546014,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,"Pamela Peeke,Cindy Crawford",Rodale Books,2005-04-01
9780972018418,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,High Point Media,2003-11-26
9780471743675,The Warren Buffett Way,"Robert G. Hagstrom,Bill Miller,Kenneth L. Fisher",John Wiley & Sons,2005-10-01
9780471430452,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,"Robert P. Miles,Tom Osborne",Wiley,2003-04-18
9780805431575,Monkey Business: True Story of the Scopes Trial,"Marvin N. Olasky,John R. Perry",B Books,2005-05-15
9780679838869,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),"Barbara Park,Denise Brunkus",Random House Books for Young Readers,1993-02-16
9780373250714,Monkey Business,Sarah Mlynowski,Red Dress Ink,2004-09-24
9780140143454,Liar's Poker,Michael   Lewis,Penguin Books,1990-10-01
9780802732293,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,Walker & Company,1993-06-01
694055000612,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,"Ursula Ferrigno,Jason Lowe,Maxine  Clark",Ryland Peters & Small,2001-03-01
9780307238276,Giada's Family Dinners,"Giada De Laurentiis,Victoria Pearson",Clarkson Potter,2006-04-04
9781400052585,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,Clarkson Potter,2005-02-22
9780307346582,Everyday Pasta,"Giada De Laurentiis,Victoria Pearson",Clarkson Potter,2007-04-03
9781400052387,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,"Tyler Florence,Petrina Tinslay",Clarkson Potter,2006-09-26
9780609609972,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,"Tyler Florence,JoAnn Cianciulli,Bill Bettencourt,Bobby Flay",Clarkson Potter Publishers,2003-03-25
9781400052370,Eat This Book: Cooking with Global Fresh Flavors,"Tyler Florence,Petrina Tinslay",Clarkson Potter Publishers,2004-10-01
9780061234002,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Steven D. Levitt,Stephen J. Dubner",William Morrow,2006-10-17
9788466625128,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,"Steven D. Levitt,Stephen J. Dubner",Ediciones B,2006-08-01
9780061245138,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Steven D. Levitt,Stephen J. Dubner",Harper,2006-12-08
9780399153594,The Last Assassin (John Rain  #5),Barry Eisler,Putnam Publishing Group,2006-06-01
9780156030205,Life of Pi,Yann Martel,Mariner Books / Harvest Books,2004-05-03
9780828808392,L'Histoire de Pi,"Yann Martel,Nicole Martel,Emile Martel",Gallimard,2005-11-24
9780140285970,Shadows and Wind: A View of Modern Vietnam,Robert Templer,Penguin Books,1999-09-01
9780307276902,A Million Little Pieces,James Frey,Anchor Books,2005-09-22
9781411677319,A Million Little Pieces of Feces,Python Bonkers,Lulu.com,2006-02-10
9780061171468,A Million Little Lies,"James Pinocchio,Pablo Fenjves",William Morrow Paperbacks,2006-03-28
9780787968335,The Leadership Challenge,"James M. Kouzes,Barry Z. Posner",Jossey-Bass,2003-08-07
9780446394598,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,Business Plus,1993-02-01
9780131494848,Leadership in Organizations,Gary Yukl,Prentice Hall,2005-07-07
9780316861014,Leadership,Rudolph W. Giuliani,Little  Brown,2002-10-01
9780060574215,Men Are from Mars  Women Are from Venus,John Gray,Harper Paperbacks,2012-04-03
9780060192778,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,Harper,1998-10-21
9780061232053,Men Are from Mars  Women Are from Venus,John Gray,HarperAudio,2007-04-03
9780735200302,How to Succeed with Women,"Ron  Louis,David Copeland",Prentice Hall Press,1998-10-29
9780553381672,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,Bantam,2002-06-25
9780517542026,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,Crown Publishing Group,1980-05-04
9780393324815,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,W. W. Norton  Company,2004-03-17
9780744005615,Juiced Official Strategy Guide,Doug Walsh,BradyGames,2005-06-01
9780140280197,The 48 Laws of Power,"Robert Greene,Joost Elffers",Penguin (Business),2000-09-01
9780553383683,Gates of Fire,Steven Pressfield,Bantam,2005-09-27
9780553295412,Fire Sea (The Death Gate Cycle  #3),"Margaret Weis,Tracy Hickman",Spectra Books,1992-03-01
9780812590104,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,Tor Classics,2001-06-18
9780385516419,The Afghan Campaign,Steven Pressfield,Doubleday Books,2006-07-01
9780553381399,Tides of War,Steven Pressfield,Bantam,2001-08-28
9780553382044,Last of the Amazons,Steven Pressfield,Bantam,2003-07-01
9780446691437,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,"Steven Pressfield,Robert McKee",Warner Books,2003-04-01
9780826413017,Gita on the Green,"Stephen J. Rosen,Steven Pressfield",Continuum,2002-05-30
9780811701648,Blood Stripes: The Grunt's View of the War in Iraq,"David J. Danelo,Steven Pressfield",Stackpole Books,2006-04-24
9780140442755,Phaedrus and Letters VII and VIII,"Plato,Walter Hamilton",Penguin Classics,1973-01-30
9780192802774,Phaedrus,"Plato,Robin Waterfield",Oxford University Press  USA,2003-01-16
9780140449747,Phaedrus,"Plato,C.J. Rowe",Penguin Classics,2005-08-25
9780879756321,Lysis/Phaedrus/Symposium: Plato on Homosexuality,"Plato,Benjamin Jowett",Prometheus Books,1991-12-01
9781890318239,Enthusiasm and Divine Madness,"Josef Pieper,Richard Winston,Clara Winston",St. Augustines Press,2019-02-11
9780872207882,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,"Plato,C.D.C. Reeve",Hackett Publishing Company  Inc.,2006-06-15
9780801435300,Gorgias/Phaedrus (Agora),"Plato,James H. Nichols Jr.",Cornell University Press,1998-09-01
9780872204621,Statesman,"Plato,C.J. Rowe",Hackett Publishing Company  Inc.,1999-03-15
9780140449044,Gorgias,"Plato,Walter Hamilton,Chris Emlyn-Jones",Penguin Classics,2004-01-29
9780140449082,The Histories,"Herodotus,Aubrey de Sélincourt,John M. Marincola",Penguin Books,2003-01-30
9780140446388,The Histories,"Herodotus,Aubrey de Sélincourt,John M. Marincola",Penguin Classics,1954-09-01
9780879757779,The History (Great Minds),"Herodotus,Henry Francis Cary",Prometheus Books,1992-11-01
9780192824257,The Histories,"Herodotus,Carolyn Dewald,Robin Waterfield",Oxford University Press,1998-11-19
9780140440348,The Histories,"Herodotus,Aubrey de Sélincourt,Andrew Robert Burn",Penguin Classics,1970-08-30
9780393959468,The Histories,"Herodotus,Jennifer Tolbert Roberts,Walter Blanco",W.W. Norton & Company,1992-01-17
9780375400612,The Histories,"Herodotus,Edward Henry Blakeney,George Rawlinson,Rosalind Thomas",Everyman's Library 234,1997-03-25
9780226327709,The History,"Herodotus,Peter Grene",University of Chicago Press,1987-03-14
9780140275360,The Iliad,"Homer,Robert Fagles,Bernard Knox",Penguin Classics,1999-04-29
9780872203525,Iliad,"Homer,Stanley Lombardo,Sheila Murnaghan",Hackett Publishing Company  Inc.,1997-03-12
9780374529055,The Iliad,"Homer,Robert Fitzgerald,Andrew Ford",Farrar  Straus and Giroux,2004-04-03
9780147712554,The Iliad/The Odyssey,"Homer,Robert Fagles,Bernard Knox",Penguin Classics,1999-11-01
9780140447941,The Iliad,"Homer,E.V. Rieu,Peter Jones,D.C.H. Rieu",Penguin Classics,2003-01-30
9780451527370,The Iliad,"Homer,W.H.D. Rouse",Signet Classics,1999-08-01
9780872205420,The Essential Iliad,"Homer,Sheila Murnaghan,Stanley Lombardo",Hackett Publishing Company  Inc.,2000-09-15
9780143039952,The Odyssey,"Homer,Robert Fagles,Bernard Knox",Penguin Classics,2006-11-30
9780374525743,The Odyssey,"Homer,Robert Fitzgerald,D.S. Carne-Ross",Farrar  Straus and Giroux,1998-11-05
9780060931957,The Odyssey,"Homer,Richmond Lattimore",Harper Perennial,1999-06-01
9780140449112,The Odyssey,"Homer,E.V. Rieu,Peter Jones,D.C.H. Rieu",Penguin Classics,2003-01-30
9780451527363,The Odyssey,"Homer,W.H.D. Rouse",Signet Classics,1999-08-01
9780865165847,Aeneid: Selections from Books 1  2  4  6  10  12,"Virgil,Barbara Weiden Boyd",Bolchazy-Carducci Publishers,2001-01-01
9780674995833,Eclogues. Georgics. Aeneid: Books 1-6,"Virgil,Henry Rushton Fairclough,G.P. Goold",Harvard University Press,1999-10-01
9781891190230,City Eclogue,Ed Roberson,Atelos Press,2006-01-30
9780192837684,The Eclogues and The Georgics,"Virgil,Cecil Day-Lewis",Oxford University Press,1999-09-02
9781558321250,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,Harvard Common Press,1997-12-03
9780141000589,The Complete Pelican Shakespeare,"William Shakespeare,Stephen Orgel,A.R. Braunmuller",Viking,2002-11-07
9780517092941,The Complete Works,William Shakespeare,Gramercy,1991-10-13
9780521618748,Hamlet,"William Shakespeare,Harold Bloom,Rex Gibson",Cambridge University Press,2005-08-01
9781557831576,The Compleat Works of Wllm Shkspr (abridged),"Reduced Shakespeare Company,Adam Long,Daniel Singer,Jess Winfield",Applause Books,1994-02-01
9780062512796,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,"Paulo Coelho,Alan R. Clarke",HarperOne,1995-05-01
9780062513342,The Valkyries,"Paulo Coelho,Alan R. Clarke",HarperOne,1996-09-28
9780060527983,Warrior of the Light,Paulo Coelho,HarperOne,2004-03-30
9780060832810,The Zahir,"Paulo Coelho,Margaret Jull Costa",HarperOne,2006-07-03
9780061122095,By the River Piedra I Sat Down and Wept,"Paulo Coelho,Alan R. Clarke",HarperOne,2006-05-23
9780060930134,The Fifth Mountain,"Paulo Coelho,Clifford E. Landers",HarperOne,2000-04-26
9780061124266,Veronika Decides to Die,"Paulo Coelho,Margaret Jull Costa,Kâmuran Şipal",Harper Perennial,2006-06-01
9780140714548,Hamlet,"William Shakespeare,Stephen Orgel,A.R. Braunmuller",Penguin Books,2001-12-01
9780764586033,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,Cliffs Notes,2000-05-30
9780764585685,Shakespeare's Hamlet,"William Shakespeare,Terri Mategrano",Cliffs Notes,2000-05-29
9780879232153,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,"Giorgio De Santillana,Hertha Von Dechend",Nonpareil Books,2015-03-24
9780674991200,History of the Peloponnesian War: Bk. 1-2,"Thucydides,C.F. Smith",Harvard University Press,1919-01-01
9780872201682,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,"Thucydides,Paul Woodruff",Hackett Publishing Company  Inc.,1993-10-01
9780674991224,History of the Peloponnesian War: Bk. 5-6,"Thucydides,C.F. Smith",Harvard University Press,1921-01-01
9780872203945,The Peloponnesian War,"Thucydides,Steven Lattimore",Hackett Publishing Company  Inc.,1998-06-01
9780393971675,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,"Thucydides,Jennifer Tolbert Roberts,Walter Blanco",W. W. Norton & Company,1998-07-17
9780674991873,History of the Peloponnesian War  Bk. 7-8,"Thucydides,C.F. Smith",Harvard University Press,1923-01-01
9780929524351,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,Bryn Mawr Commentaries,1989-01-30
9780226307800,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,"Euripides,Richmond Lattimore,David Grene,Rex Warner,Ralph Gladstone",University of Chicago Press,1955-02-15
9780226307848,Euripides V: Electra / The Phoenician Women / The Bacchae,"Euripides,David Grene,Richmond Lattimore,Emily Townsend Vermeule,Elizabeth Wyckoff,William Arrowsmith",University of Chicago Press,1969-01-15
9780226307831,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,"Euripides,David Grene,Richmond Lattimore,William Arrowsmith,Frank William Jones,Charles R. Walker",University of Chicago Press,1968-11-15
9781590171806,Grief Lessons: Four Plays by Euripides,"Anne Carson,Euripides",New York Review of Books,2006-08-01
9780553213638,Ten Plays,"Euripides,Moses Hadas,John Maclean",Bantam Classics,1990-08-01
9780226307824,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),"Euripides,David Grene,Richmond Lattimore,William Arrowsmith,John Frederick Nims,Ronald Frederick Willetts",University of Chicago Press,1992-01-15
9780226307817,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,"Euripides,David Grene,Richmond Lattimore,Witter Bynner,William Arrowsmith",University of Chicago Press,2002-04-15
9780140449297,Medea and Other Plays,"Euripides,John Davie,Richard Rutherford",Penguin Books,2003-03-27
9780674995604,Cyclops / Alcestis / Medea,"Euripides,David Kovacs",Loeb Classical Library,1994-01-01
9780521643863,Medea,"Euripides,Donald J. Mastronarde",Cambridge University Press,2002-09-16
9780140447262,The Bacchae and Other Plays,"Euripides,John Davie,Richard Rutherford",Penguin Classics,2006-01-26
9780195125986,Bakkhai,"Euripides,Reginald Gibbons,Peter H. Burian",Oxford University Press  USA,2001-02-22
9780413752802,Plays 1: Medea/The Phoenician Women/Bacchae,"Euripides,David Thompson,J. Michael Walton",Bloomsbury Methuen Drama,2000-11-09
9780486424620,The Trojan Women and Hippolytus,Euripides,Dover Publications,2002-07-17
9780393325836,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,W. W. Norton  Company,2004-07-17
9780192832603,Orestes and Other Plays,"Euripides,James Morwood,Robin Waterfield",Oxford University Press,2001-12-20
9780674995338,Children of Heracles / Hippolytus / Andromache / Hecuba,"Euripides,David Kovacs",Loeb Classical Library,1995-02-15
9780195061666,Alcestis,"Euripides,William Arrowsmith",Oxford University Press  USA,1990-02-01
9780674995666,Suppliant Women / Electra / Heracles,"Euripides,David Kovacs",Loeb Classical Library,1998-09-01
9780195145663,Medea,"Euripides,Georgia Ann Machemer,Michael   Collier",Oxford University Press  USA,2006-08-10
9780715631874,Euripides: Medea,William Allan,Bristol Classical Press,2002-10-31
9780822004240,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,Cliffs Notes,1965-09-13
9780674995741,Trojan Women / Iphigenia Among the Taurians / Ion,"Euripides,David Kovacs",Loeb Classical Library,1999-12-01
9780674996007,Helen / Phoenician Women / Orestes,"Euripides,David Kovacs",Loeb Classical Library,2002-06-15
9780715629949,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),"Euripides,Pantelis Michelakis",Bristol Classical Press,2006-03-09
9780226307664,The Complete Greek Tragedies  Volume 3: Euripides,"Euripides,David Grene,Richmond Lattimore",University of Chicago Press,1992-08-01
9780226307787,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),"Aeschylus,David Grene,Richmond Lattimore",University of Chicago Press,1969-05-15
9780226307947,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),"Aeschylus,David Grene,Richmond Lattimore,Seth Benardete",University of Chicago Press,1992-02-01
9780195135923,The Oresteia,"Aeschylus,Alan Shapiro,Peter H. Burian",Oxford University Press  USA,2004-10-07
9780140443332,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,"Aeschylus,Robert Fagles,William Bedell Stanford",Penguin Classics,1984-02-07
9780872203907,Oresteia,"Aeschylus,Peter Meineck,Helene P. Foley",Hackett Publishing Company  Inc.,1998-09-15
9780140441123,Prometheus Bound and Other Plays,"Aeschylus,Philip Vellacott",Penguin Books,1961-08-30
9780374527051,The Oresteia,"Aeschylus,Ted Hughes",Farrar  Straus and Giroux,2004-09-04
9780812216271,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,"Aeschylus,David R. Slavitt,Smith Palmer Bovie",University of Pennsylvania Press,1997-11-01
9780226307640,The Complete Greek Tragedies  Volume 1: Aeschylus,"Aeschylus,Richmond Lattimore,David Grene",University of Chicago Press,1992-08-01
9780521539814,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,Cambridge University Press,2004-01-22
9781400041923,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),"Aeschylus,George Thomson,Richard Seaford",Everyman's Library,2004-01-20
9780812216714,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,"Aeschylus,David R. Slavitt,Smith Palmer Bovie",University of Pennsylvania Press,1998-01-01
9780486292427,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,"Aeschylus,E.D.A. Morshead",Dover Publications,1996-09-24
9781419150012,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,"Aeschylus,E.D.A. Morshead",Kessinger Publishing,2004-06-17
9780226307862,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),"Sophocles,David Grene,Richmond Lattimore,John Moore,Michael Jameson",University of Chicago Press,1969-05-15
9780452011670,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,"Sophocles,Paul Roche",Plume,1996-05-01
9780451527844,The Complete Plays,"Sophocles,Paul Roche",New American Library,2001-03-01
9780156027649,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,"Sophocles,Robert Fitzgerald,Dudley Fitts",Mariner Books,2002-11-01
9780140444254,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,"Sophocles,Robert Fagles,Bernard Knox",Penguin Books,2000-01-03
9780872205857,Theban Plays,"Sophocles,Peter Meineck,Paul Woodruff",Hackett Publishing Company  Inc.,2003-03-15
9780679431329,The Theban Plays (Everyman's Library  #93),"Sophocles,David Grene,Charles Segal",Alfred A. Knopf,1994-10-18
9780140440287,Electra and Other Plays,"Sophocles,E.F. Watling",Penguin,1953-04-30
9780192835888,Antigone; Oedipus the Kingn; Electra,"Sophocles,Edith Hall,H.D.F. Kitto",Oxford University Press,1998-09-17
9781580495936,Oedipus Rex  (The Theban Plays  #1),"Sophocles,J.E. Thomas",Prestwick House - (Literary Touchstone Classic),2006-06-22
9780451621603,The Oedipus Plays of Sophocles,"Sophocles,Paul Roche",Signet Books (NY),1958-09-01
9780521617352,Oedipus Rex (Greek and Latin Classics),"Sophocles,Roger D. Dawe",Cambridge University Press,2006-08-01
9781416500339,Oedipus the King,"Sophocles,Bernard Knox,Cynthia Brantley Johnson",Simon  Schuster,2005-07-01
9780452007178,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,"Aristophanes,William Arrowsmith,Richmond Lattimore,Douglass Parker",Plume,1984-11-01
9780415907446,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,"Aristophanes,Jeffrey Henderson",Routledge,1996-08-27
9780553213430,The Complete Plays,"Aristophanes,Moses Hadas",Bantam Classics,1984-03-01
9780812234565,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,"Aristophanes,David R. Slavitt",University of Pennsylvania Press,1998-01-29
9780872203617,Clouds/Wasps/Birds (Aristophanes 1),"Aristophanes,Peter Meineck",Hackett Publishing Company  Inc.,1998-09-15
9780140448146,Lysistrata and Other Plays,"Aristophanes,Alan H. Sommerstein",Penguin Classics,2003-01-30
9781585100873,Acharnians,"Aristophanes,Jeffrey Henderson",Focus Publishing/R. Pullins Company,2003-05-01
9780199120093,Clouds,"Aristophanes,Kenneth James Dover",Oxford University Press  USA,1969-12-15
9780674995376,Clouds/Wasps/Peace,"Aristophanes,Jeffrey Henderson",Loeb Classical Library/Harvard University Press,1998-12-15
