isbn,title,authors,publisher,publish_date
9780141439976,The Time Machine,"H.G. Wells,Patrick Parrinder,Steven McLean,Marina Warner",Penguin Books Ltd,2005-03-31
9780743487733,The Time Machine,"H.G. Wells,Cynthia Brantley Johnson,Benjamin Beard",Simon  Schuster,2004-07-01
9781571741028,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,Hampton Roads Publishing Company,1998-10-01
9780439436540,The Time Machine,"H.G. Wells,Melvin Burgess",Scholastic Paperbacks,2004-03-01
9781842124024,The Complete Short Stories,"H.G. Wells,John R. Hammond",Orion Publishing,2001-05-01
9780812970753,Selected Stories,"H.G. Wells,Ursula K. Le Guin",Modern Library,2004-07-13
9780141441115,Tono-Bungay,"H.G. Wells,Edward Mendelson,Patrick Parrinder",Penguin Classics,2005-06-28
9780307264893,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,Everyman's Library,2006-09-26
9780824512590,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,Crossroad,1992-10-01
9781400083114,Blood Done Sign My Name: A True Story,Timothy B. Tyson,Broadway Books,2005-05-03
9780156007757,Blindness,"José Saramago,Giovanni Pontiero",Mariner Books,1999-10-04
9780156001410,The Gospel According to Jesus Christ,"José Saramago,Giovanni Pontiero",Harcourt,1994-09-28
9780156010597,All the Names,"José Saramago,Margaret Jull Costa",Mariner Books,2001-10-05
9780156013031,The Tale of the Unknown Island,"José Saramago,Peter Sís,Margaret Jull Costa",Mariner Books,2000-10-05
9780156005203,Baltasar and Blimunda,"José Saramago,Giovanni Pontiero",Mariner Books,1998-10-16
9780156028790,The Cave,"José Saramago,Margaret Jull Costa",Mariner Books,2003-10-15
9780156004015,The Stone Raft,"José Saramago,Giovanni Pontiero",Mariner Books,1996-06-14
9781860465024,The Year of the Death of Ricardo Reis,"José Saramago,Giovanni Pontiero",Vintage Classics,1998-09-17
9788466312806,El hombre duplicado,"José Saramago,Pilar del Río",Punto de Lectura,2004-09-01
9788466314749,Ensayo sobre la lucidez,"José Saramago,Pilar del Río",Punto de Lectura,2005-01-01
9788466306799,La caverna,"José Saramago,Pilar del Río",Punto de Lectura,2003-02-01
9780156006248,The History of the Siege of Lisbon,"José Saramago,Giovanni Pontiero",Mariner Books,1998-09-01
9789587043648,Las intermitencias de la muerte,"José Saramago,Pilar del Río",Alfaguara,2005-12-01
9780890093894,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,Castle Books,2009-10-06
9780001000391,The Prophet,"Kahlil Gibran,جبران خليل جبران,Jihad El",Rupa & Co,2010-01-01
9780394448046,A Tear and a Smile,"Kahlil Gibran,جبران خليل جبران,H.M. Nahmad,Robert Hillyer",Alfred A.Knopf,1950-06-27
9780143036388,On the Road,Jack Kerouac,Penguin Books,2005-09-06
9780141182674,On the Road,"Jack Kerouac,Ann Charters",Penguin Books,2000-02-24
9780375711169,De Kooning: An American Master,"Mark Stevens,Annalyn Swan",Knopf Publishing Group,2006-04-04
9783829602266,Willem de Kooning: Late Paintings,"Julie Sylvester,David Sylvester",Schirmer Mosel,2006-09-01
9780679725404,Aké: The Years of Childhood,Wole Soyinka,Vintage,1989-10-23
9780143034544,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,Penguin Books,2004-12-28
9780807744680,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,"David  Allen,Tina Blythe,Gene Thompson-Grove",Teachers College Press,2004-04-29
9780195137897,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,"Sun Tzu,Mark McNeilly",Oxford University Press  USA,2000-04-01
9780071460828,Marketing Warfare,"Al Ries,Jack Trout",McGraw-Hill Education,2005-12-13
9780316346627,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,Back Bay Books,2002-01-07
9780786887170,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,"Seth Godin,Malcolm Gladwell",Hachette Books,2001-10-10
9780060521998,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,"Clayton M. Christensen,L.J. Ganser",Harper Paperbacks,2003-01-07
9780141439563,Great Expectations,"Charles Dickens,David Trotter,Charlotte Mitchell",Penguin Books,2002-12-31
9780393960693,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,"Charles Dickens,Edgar Rosenberg",W.W. Norton & Company,1999-01-19
9780664241582,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),"Erasmus,Martin Luther,Philip S. Watson,E. Gordon Rupp",Westminster John Knox Press,1969-01-01
9780060935467,To Kill a Mockingbird,Harper Lee,Harper Perennial Modern Classics,2005-07-05
9780060888695,To Kill a Mockingbird,"Harper Lee,Sissy Spacek",Caedmon,2006-08-22
9780061205699,To Kill a Mockingbird,Harper Lee,Harper,2006-10-17
9780761501664,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,Prima Lifestyles,1995-09-20
9780486287591,A Modest Proposal and Other Satirical Works,Jonathan Swift,Dover Publications,1996-02-02
9781416500391,Gulliver's Travels / A Modest Proposal,"Jonathan Swift,Jesse Gale",Simon  Schuster,2005-08-01
9781556434952,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),"Xavier de C.,Xavier de C.,Joseph Rowe",North Atlantic Books,2004-05-04
9780192834423,The Bostonians,"Henry James,R.D. Gooder",Oxford University Press,1998-07-23
9781931082303,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,"Henry James,Myra Jehlen",Library of America,2003-03-10
9781931082884,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,"Henry James,Leo Bersani",Library of America,2006-02-02
9781883011093,Complete Stories 1892–1898,"Henry James,John Hollander,David Bromwich",Library of America,1996-01-01
9780140424386,The Canterbury Tales,"Geoffrey Chaucer,Nevill Coghill",Penguin Classics,2003-01-30
9780192833600,The Canterbury Tales,"Geoffrey Chaucer,David  Wright",Oxford University Press,1998-07-09
9780140422344,The Canterbury Tales (original-spelling edition),"Geoffrey Chaucer,Jill Mann",Penguin Classics,2005-04-07
9780812000399,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,"Geoffrey Chaucer,Vincent Foster Hopper",Barrons Educational Series,1977-12-31
9780198711551,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,Oxford University Press  USA,1996-05-23
9780140444087,Love Visions,"Geoffrey Chaucer,Brian Stone",Penguin Classics,1983-05-26
9780671475024,Chaucer's Canterbury Tales,Geoffrey Chaucer,Washington Square Press,1964-01-28
9780395290316,The Riverside Chaucer,"Geoffrey Chaucer,Larry Dean Benson,F.N. Robinson",Houghton Mifflin,1987-12-12
9780140150810,The Portable Chaucer,"Geoffrey Chaucer,Theodore Morrison",Penguin Books,1977-05-26
9780142001615,Salt: A World History,Mark Kurlansky,Penguin Books,2003-01-28
9780689834196,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,"Deloris Jordan,Kadir Nelson,Roslyn M. Jordan",Simon  Schuster Books for Young Readers,2003-11-01
9780618446889,The Book of Salt,Monique Truong,Mariner Books,2004-06-15
9780394755267,Cities of Salt (مدن الملح #1),"Abdul Rahman Munif,Peter Theroux",Vintage,1989-07-17
9780553580075,The Years of Rice and Salt,Kim Stanley Robinson,Bantam Books,2003-06-03
9780805202410,Illuminations: Essays and Reflections,"Walter Benjamin,Hannah Arendt,Harry Zohn,Leon Wieseltier",Schocken,1969-01-13
9780300115864,Saul Steinberg: Illuminations,"Saul Steinberg,Joel Smith,Charles Simic",Yale University Press,2006-11-01
9781568813073,Advanced Global Illumination,Philip Dutre,A K PETERS,2006-08-30
9780747546559,Snow Falling On Cedars,David Guterson,Bloomsbury Publishing PLC,1999-10-21
9781558745155,The Lost Boy (Dave Pelzer #2),Dave Pelzer,Health Communications Inc,1997-08-01
9780805061833,Real Boys: Rescuing Our Sons from the Myths of Boyhood,"William S. Pollack,Mary Pipher",Owl Publishing Company,1999-05-10
9780007179817,Microserfs,Douglas Coupland,Harper Perennial,2008-01-01
9780415283045,New Media Language,"Jean Aitchison,Diana M. Lewis",Routledge,2003-05-22
9780684832401,The Denial of Death,"Ernest Becker,Sam Keen,Daniel Goleman",Free Press,1997-05-08
9780060838652,A People's History of the United States,Howard Zinn,Harper Perennial,2005-08-02
9781565848269,A People's History of the United States,"Howard Zinn,Kathy Emery,Ellen Gordon Reeves",The New Press,2003-07-01
9781565847255,A People's History of the United States: The Civil War to the Present,"Howard Zinn,Kathy Emery,Ellen Gordon Reeves",The New Press,2003-08-01
9780500203477,Graphic Design: A Concise History (World of Art),Richard Hollis,Thames  Hudson,2002-05-17
9780822318644,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,Duke University Press Books,1996-10-21
9780395740101,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,Mariner Books,1995-09-01
9780060913076,The Crying of Lot 49,Thomas Pynchon,Harper Perennial,2006-10-17
9780425181645,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,Berkley Trade,2000-10-01
9780307237200,Passionate Minds,David Bodanis,Crown Publishing Group (NY),2006-10-10
9780940895485,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,"Rolland Hein,Clyde S. Kilby",Cornerstone Press Chicago,2002-12-01
9780440936855,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,Dell,1985-11-01
9780877887263,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,Shaw Books,2002-03-19
9780671686901,The Glorious Impossible,"Madeleine L'Engle,Giotto di Bondone",Simon & Schuster Children's Publishing,1990-09-30
9780877880202,A Full House: An Austin Family Christmas (Austin Family  #5.6),"Madeleine L'Engle,Mary Chambers",Shaw,2000-03-07
9780062545039,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,HarperOne,1984-01-01
9780521639873,The Birth of Tragedy and Other Writings,"Friedrich Nietzsche,Raymond Geuss,Ronald Speirs",Cambridge University Press,1999-04-22
9780385092104,The Birth of Tragedy/The Genealogy of Morals,"Friedrich Nietzsche,Francis Golffing",Anchor,1990-05-07
9781419154072,The Birth of Tragedy,Friedrich Nietzsche,Kessinger Publishing,2004-06-17
9780140433395,The Birth of Tragedy,"Friedrich Nietzsche,Michael Tanner,Shaun Whiteside",Penguin Classics,2003-11-27
9780907129073,Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,Roxford Books,2008-03-14
9780195114157,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,"Mark Twain,David Lionel Smith,Sherley Anne Williams",Oxford University Press  USA,1997-03-06
9781400150687,The Tragedy of Pudd'nhead Wilson,"Mark Twain,Michael Prichard",Tantor Media,2003-01-01
9780060734015,Bridge to Terabithia,"Katherine Paterson,Donna Diamond",HarperTeen,2008-07-01
9780439271714,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,Teaching Resources,2002-01-01
9780618654796,Bread and Roses  Too,Katherine Paterson,Clarion Books,2006-09-04
9780525464822,The Invisible Child,Katherine Paterson,Dutton Juvenile,2001-12-31
9781559704649,A Short History of Decay,"Emil M. Cioran,Richard Howard",Arcade Publishing,1998-09-15
9780786902064,Scholar of Decay (Ravenloft  #14),Tanya Huff,TSR,2000-05-01
9780452284937,Girl with a Pearl Earring,Tracy Chevalier,Plume Books,2003-09-30
9780385415606,The Golden Tulip,Rosalind Laker,Doubleday,1991-09-01
9780525949787,Burning Bright,Tracy Chevalier,Dutton,2007-03-20
9780452283206,Falling Angels,Tracy Chevalier,Penguin Books,2002-09-24
9780452284449,The Virgin Blue,Tracy Chevalier,Penguin Books,2003-06-24
9783471772539,Wenn Engel fallen,Tracy Chevalier,List,2002-02-01
9781857093315,Tom Hunter: Living in Hell and Other Stories,"Tom Hunter,Tracy Chevalier,Colin Wiggins",National Gallery London,2006-03-08
9781421506135,Bleach  Volume 15,Tite Kubo,VIZ Media LLC,2006-10-03
9781591164418,Bleach  Volume 01,Tite Kubo,VIZ Media LLC,2004-05-19
9781421506128,Bleach  Volume 14,Tite Kubo,VIZ Media LLC,2006-08-01
9781421502717,Bleach  Volume 11,Tite Kubo,VIZ Media LLC,2006-02-07
9781421504032,Bleach  Volume 12,Tite Kubo,VIZ Media LLC,2006-04-04
9784088736211,DEATH NOTE デスノート 1,"Tsugumi Ohba,Takeshi Obata,大場 つぐみ,小畑 健",集英社,2004-04-02
9784088736716,Death Note  Vol. 4: 恋心 (Death Note  #4),"Tsugumi Ohba,Takeshi Obata",Shueisha,2004-11-11
9784088736525,Death Note  Vol. 3: 激走 (Death Note  #3),"Tsugumi Ohba,Takeshi Obata",Shueisha,2004-09-03
9780373028603,Love Artist (Harlequin Romance #2860),Valerie Parv,Harlequin Romance,1987-07-24
9780307277763,Perfume: The Story of a Murderer,"Patrick Süskind,John E. Woods",Vintage International,2001-02-13
9783257228007,Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,Diogenes,1994-06-01
9780747534938,Three Stories and a Reflection,Patrick Süskind,Bloomsbury Publishing PLC,1997-11-13
9780140105834,The Pigeon,Patrick Süskind,Penguin,1989-06-29
9780747566755,The Story of Mr Sommer,"Patrick Süskind,Jean-Jacques Sempé",Not Avail,2003-11-03
9784088732138,Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,Shueisha,2002-01-05
9782723442275,Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,Glénat,2003-07-02
9780440410256,Escape from Fire Mountain (World of Adventure  #3),"Gary Paulsen,Steve Chorney",Yearling,1995-01-01
9780440229353,How Angel Peterson Got His Name,Gary Paulsen,Yearling,2004-08-10
9780440419679,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,Yearling,2003-09-09
9780306801457,Chicago Blues: The City and the Music,"Mike  Rowe,Ronald Radano",Da Capo Press,1981-08-22
9780156001458,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,Mariner Books,1995-02-17
9780385321983,Brian's Winter,Gary Paulsen,Delacorte Books for Young Readers,1996-01-01
9780375757327,Robinson Crusoe (Robinson Crusoe #1),"Daniel Defoe,Virginia Woolf",Modern Library,2001-06-12
9780141439822,Robinson Crusoe,"Daniel Defoe,John J. Richetti",Penguin Classics,2003-03-27
9780393964523,Robinson Crusoe,"Daniel Defoe,Michael Shinagel",W.W. Norton & Company,1994-12-19
9780689844089,Robinson Crusoe,"Daniel Defoe,Avi",Aladdin,2001-07-01
9781587263880,Robinson Crusoe,Daniel Defoe,Ann Arbor Media,2006-07-14
9780486404882,A General History of the Pyrates,"Daniel Defoe,Manuel Schonhorn,Charles   Johnson",Dover Publications,1999-01-26
9780520238954,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),"Mark Twain,Paul Baender,Dahlia Armon,Walter Blair",University of California Press,2003-03-15
9781555176808,Huck Finn and Tom Sawyer Among the Indians,"Mark Twain,Lee Nelson",Council Press,2003-04-22
9781883011888,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,"Mark Twain,Guy Cardwell,Louis J. Budd",Library of America,2000-08-01
9780142437179,The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2),"Mark Twain,Guy Cardwell,John Seelye,Walter Trier",Penguin Classics,2002-12-31
9780486443225,Adventures of Huckleberry Finn,"Mark Twain,E.W. Kemble",Dover Publications,2005-05-06
9780375757372,Adventures of Huckleberry Finn,"Mark Twain,George Saunders",The Modern Library,2001-08-14
9780393020397,The Annotated Huckleberry Finn,"Mark Twain,Michael Patrick Hearn,E.W. Kemble",W. W. Norton  Company,2001-10-17
9780486406640,The Wit and Wisdom of Mark Twain,Mark Twain,Dover Publications,1998-12-23
9780520242456,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,"Mark Twain,Lin Salamo,Victor Fischer,Michael B. Frank",University of California Press,2004-10-18
9780553211955,The Complete Short Stories of Mark Twain,"Mark Twain,Charles Neider",Bantam Classics,1984-03-01
9780060955427,The Autobiography of Mark Twain,"Mark Twain,Charles Neider",Harper Perennial,2000-11-28
9780940450738,Collected Tales  Sketches  Speeches  & Essays 1891–1910,"Mark Twain,Louis J. Budd",Library of America,1992-10-15
9780060594527,Lost Horizon,James Hilton,Harper Perennial,2004-06-15
9781589199507,Louisa May Alcott's Christmas Treasury,"Louisa May Alcott,C. Michael Dudash,Stephen W. Hines",David C Cook,2002-06-01
9780671019877,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,Pocket Books,2003-10-28
9780517189603,The Secret Garden,Frances Hodgson Burnett,Children's Classics,1998-09-01
9780451528834,The Secret Garden,"Frances Hodgson Burnett,Sandra M. Gilbert",Signet,2003-07-01
9781402713194,The Secret Garden,"Martha Hailey DuBose,Frances Hodgson Burnett,Lucy Corvino,Arthur Pober",Sterling,2005-03-01
9780142437056,The Secret Garden,"Frances Hodgson Burnett,Alison Lurie",Penguin Classics,2003-01-30
9780142437018,A Little Princess,"Frances Hodgson Burnett,Nancy Bond",Penguin Books,2002-02-26
9780879237905,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite,David R. Godine Publisher,1994-09-01
9780060277406,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,"Amy Cotler,Frances Hodgson Burnett,Prudence See",Festival,1999-03-19
9780465081455,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,Basic Books,2003-12-24
9780465002603,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,Basic Books (AZ),2007-04-03
9781594030864,Black Rednecks and White Liberals,Thomas Sowell,Encounter Books,2005-06-01
9780465081431,Applied Economics: Thinking Beyond Stage One,Thomas Sowell,Basic Books,2003-11-13
9780465037384,Knowledge And Decisions,Thomas Sowell,Basic Books,1996-10-04
9780465081424,A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,Basic Books,2002-01-03
9780744520057,Sir Gawain and the Green Knight,"Selina Shirley Hastings,Juan Wijngaard",Walker Books Ltd,1991-06-27
9780916856595,Alcoholics Anonymous,Alcoholics Anonymous,Alcoholics Anonymous World Services Inc,1993-08-01
9781893007161,Alcoholics Anonymous,Alcoholics Anonymous,AA World Services,2002-02-10
9780960989867,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,Overeaters Anonymous  Incorporated,1993-01-01
9780395530078,The Natural Way to Draw,"Kimon Nicolaides,Mamie Harmon",Mariner Books,1990-02-01
9780618479030,Natural Health  Natural Medicine,Andrew Weil,Mariner Books,2004-12-09
9780374529383,The Fixer,"Bernard Malamud,Jonathan Safran Foer",Farrar  Straus and Giroux,2004-05-05
9780374525750,The Complete Stories,"Bernard Malamud,Robert Giroux",Farrar  Straus and Giroux,1998-10-12
9780374504847,The Assistant,"Bernard Malamud,Jonathan Rosen",Farrar Straus and Giroux,2003-07-07
9780878054909,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,University Press of Mississippi,1991-03-01
9780374521028,The Tenants,"Bernard Malamud,Aleksandar Hemon",Farrar  Straus and Giroux,2003-09-18
9780822219750,Enchanted April: Acting Edition,"Matthew Barber,Elizabeth von Arnim",Dramatists Play Service,2004-04-07
9783458334224,April  May und June,Elizabeth von Arnim,Insel  Frankfurt,1995-04-01
9781420925432,A Room with a View,E.M. Forster,Digireads.com,2005-01-01
9780451521415,A Room with a View / Howards End,"E.M. Forster,Benjamin DeMott",Signet,1986-02-04
9780811202107,E.M. Forster: Critical Guidebook,"Lionel Trilling,E.M. Forster",New Directions,1971-01-17
9780141441481,The Longest Journey,"E.M. Forster,Gilbert Adair,Elizabeth Heine",Penguin Classics,2006-07-27
9780486424545,Howards End,E.M. Forster,Dover Publications,2002-10-29
9780393310320,Maurice,E.M. Forster,W. W. Norton  Company,2005-12-17
9780156286510,E. M. Forster: A Life,P.N. Furbank,Mariner Books,1994-05-02
9780141183350,Howards End,E.M. Forster,Penguin Books,2000-09-28
9780385314695,The Sixteen Pleasures,Robert Hellenga,Delta,1995-05-01
9781594200939,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,Penguin Press HC  The,2006-05-18
9780439847797,The Rescue (Kidnapped  #3),Gordon Korman,Scholastic Books,2006-09-01
9780439651417,Hunting the Hunter (On the Run  #6),Gordon Korman,Scholastic,2006-02-01
9780439651400,Public Enemies (On The Run  #5),Gordon Korman,Scholastic,2005-12-01
9780380777587,Runaway Bride,Deborah  Gordon,Avon,1994-09-28
9781860460586,The Bridge over the Drina,"Ivo Andrić,William H. McNeill",The Harvill Press,1995-04-05
9780750000338,Drina Dances in Paris,Jean Estoril,Simon and Schuster,1991-04-01
9780750005944,Drina Ballerina,Jean Estoril,Hodder,1991-01-17
9782253933212,Le Pont sur la Drina,"Ivo Andrić,Pascale Delpech",Livre de Poche,1999-07-05
9780750012638,Drina Dances in Italy,Jean Estoril,Hodder,1992-08-31
9780750002462,Drina Goes on Tour,"Jean Estoril,Mabel Esther Allan",Simon and Schuster,1991-10-20
9780750002424,Drina Dances in Madeira,"Jean Estoril,Mabel Esther Allan",Simon and Schuster,1991-02-06
9781420926842,Phaedrus/Apology/Crito/Symposium,"Plato,Benjamin Jowett",Digireads.com,2006-01-01
9780300044881,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,"Plato,Reginald E. Allen",Yale University Press,1989-09-10
9780486427591,Gorgias/Timaeus,"Plato,Benjamin Jowett",Dover Publications,2003-07-15
9780674993389,Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,"Aristotle,W.S. Hett",Loeb Classical Library 307,1963-06-28
9780872203600,Aristophanes I: Clouds/Wasps/Birds,"Aristophanes,Peter Meineck,Ian C. Storey",Hackett Publishing Company  Inc. (USA),1998-09-01
9781420927320,The Trojan Women,"Euripides,Gilbert Murray",Digireads.com,2006-01-01
9780226307756,Greek Tragedies  Volume 2,"David Grene,Richmond Lattimore,Aeschylus,Sophocles,Euripides",University Of Chicago Press,1960-02-15
9780312304355,Moloka'i (Moloka'i #1),Alan Brennert,St. Martin's Griffin,2004-10-04
9781416600305,Teaching with the Brain in Mind,Eric Jensen,Association for Supervision & Curriculum Development,2005-06-15
9781840466386,Introducing Mind and Brain (Introducing...),"Angus Gellatly,Oscar Zárate,Richard Appignanesi",Totem Books,2001-05-10
9780553383829,Eva Luna,"Isabel Allende,Margaret Sayers Peden",Dial Press,2005-08-30
9780743217187,The Stories of Eva Luna,Isabel Allende,Scribner,2001-11-13
9780070013568,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,"Isabel Allende,Richard D. Woods,Kenneth M. Taggart",McGraw-Hill Humanities/Social Sciences/Languages,1994-12-01
9780060816193,El bosque de los pigmeos,Isabel Allende,HarperCollins Espanol,2005-09-06
9780061161537,Inés of My Soul,"Isabel Allende,Margaret Sayers Peden",Harper,2006-11-07
9780060951306,La casa de los espíritus,Isabel Allende,HarperCollins Espanol,2001-09-18
9780060951276,El plan infinito,Isabel Allende,Harper Perennial,2002-05-14
9780060591717,El reino del dragón de oro,Isabel Allende,HarperCollins Espanol,2004-09-07
9780060535032,City of the Beasts (Eagle and Jaguar  #1),"Isabel Allende,Margaret Sayers Peden",Rayo,2004-04-27
9780571219766,Self,Yann Martel,Faber  Faber,2003-04-07
9783518399606,Die Brücke über die Drina,"Ivo Andrić,Ernst E. Jonas",Suhrkamp,2003-03-01
9780750002448,Drina Dances in Switzerland,"Jean Estoril,Jenny Sanders",Hodder Children's Books,1993-08-23
9780399239984,The Story of Salt,"Mark Kurlansky,S.D. Schindler",G.P. Putnam's Sons Books for Young Readers,2006-09-07
9780679643357,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,"Mark Kurlansky,Dalai Lama XIV",Modern Library,2006-09-12
9780345448194,Boogaloo on 2nd Avenue,Mark Kurlansky,Random House Trade,2006-02-28
9780140275018,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,Penguin Books,1998-07-01
9780345455826,1968: The Year That Rocked the World,Mark Kurlansky,Random House Trade Paperbacks,2005-01-11
9780345448149,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,Ballantine Books,2002-03-26
9780140298512,The Basque History of the World: The Story of a Nation,Mark Kurlansky,Penguin Books,2001-02-01
9780399234767,The Cod's Tale,"Mark Kurlansky,S.D. Schindler",G.P. Putnam's Sons Books for Young Readers,2001-09-10
9781890447175,Open City 6: The Only Woman He Ever Left,"Open City Magazine,James Purdy,Daniel Pinchbeck,Michael Cunningham,Deborah Garrison,Rem Koolhaas,Rick Moody,Strawberry Saroyan,Debra Garrison",Grove Press  Open City Books,2000-10-13
9780613359603,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,Turtleback Books,2001-03-06
9780141185477,Angle of Repose,"Wallace Stegner,Jackson J. Benson",Penguin Classics,2000-12-01
9780321344755,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,New Riders Publishing,2005-08-28
9780060987329,Girlfriend in a Coma,Douglas Coupland,ReganBooks,1999-03-01
9780679763970,Corelli's Mandolin,Louis de Bernières,Vintage,1995-08-29
9780156030489,Kiffe Kiffe Tomorrow,"Faïza Guène,Sarah    Adams",Mariner Books,2006-07-03
9780060984380,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,Harper Perennial,1999-12-22
9780060184124,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,Harper,2006-06-27
9780815412182,Temptations,"Otis Williams,Patricia Romanowski",Cooper Square Press,2002-06-25
9780060837556,The Thorn Birds,Colleen McCullough,Avon Books,2005-09-06
9780060510855,Caesar (Masters of Rome  #5),Colleen McCullough,Avon,2003-01-28
9780380710843,Caesar's Women (Masters of Rome  #4),Colleen McCullough,Avon,1997-02-01
